,gtq8_7,gtq15_6,gtq24_6,gtq25_6,pc.gt2,lpc.gt2,avg.gt2,gtq8.6,gtq15.5,gtq24.5,gtq25.5,pc2.dig,lpc2.dig,Trade,Coop_Clust,Coop_RD,PROD_INN,PROC_INN,Year,Type,Region
216,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,1,1,1,0,2012,Middle,kujawsko-pomorskie
217,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2020,Middle,podlaskie
218,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2020,Micro,zachodniopomorskie
219,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2017,Middle,?l?skie
220,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2023,Small,?l?skie
221,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,0,1,0,0,1,2025,Micro,?l?skie
222,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,0,0,0,2022,Micro,mazowieckie
223,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,1,1,2023,Micro,mazowieckie
224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2006,Micro,lubuskie
225,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,0,1,1,1,1,2024,Small,wielkopolskie
226,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,1,0,0,2024,Large,ma?opolskie
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,LocGov,wielkopolskie
228,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2022,Micro,?ódzkie
229,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2024,Micro,kujawsko-pomorskie
230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2014,Small,podlaskie
231,0,0,1,1,0.427041106,0.474076651,0.5,1,0,0,1,0.486984641,0.375079247,1,1,1,0,1,2020,Small,?l?skie
232,1,0,1,1,0.711423288,0.723252654,0.75,0,1,1,1,0.744912366,0.750782825,1,1,0,1,1,2021,Micro,mazowieckie
233,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,1,1,0,2015,Micro,mazowieckie
234,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,1,1,0,2018,Micro,mazowieckie
235,0,0,0,1,0.205856032,0.12996948,0.25,1,0,1,1,0.7301065,0.693465178,0,1,1,0,0,2023,Small,ma?opolskie
236,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2019,Small,dolno?l?skie
237,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,1,2018,Middle,?ódzkie
238,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,1,0,1,2020,Micro,dolno?l?skie
239,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2020,Large,?l?skie
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,Middle,?l?skie
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2011,LocGov,zachodniopomorskie
242,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2022,Micro,dolno?l?skie
243,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,0,0.243121859,0.318385931,0,1,1,0,1,2012,Middle,?l?skie
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,Other,pomorskie
245,0,1,1,1,0.715617818,0.750823998,0.75,1,1,1,1,1,1,0,1,1,0,1,2017,Micro,?ódzkie
246,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,Micro,podlaskie
247,1,0,1,1,0.711423288,0.723252654,0.75,1,0,1,1,0.7301065,0.693465178,0,1,0,1,0,2020,Middle,?l?skie
248,1,1,0,0,0.572958894,0.525923349,0.5,1,0,1,0,0.498209493,0.567603106,1,1,1,0,1,2020,Small,wielkopolskie
249,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2024,Micro,podlaskie
250,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,1,1,0,2012,Micro,dolno?l?skie
251,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2024,Small,podlaskie
252,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,2019,Middle,?l?skie
253,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,1,0,0,2021,Small,dolno?l?skie
254,0,0,0,1,0.205856032,0.12996948,0.25,1,1,1,1,1,1,0,1,0,0,0,2006,Small,kujawsko-pomorskie
255,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2021,Micro,mazowieckie
256,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,0,1,0,2025,None,dolno?l?skie
257,1,1,1,1,1,1,1,1,0,0,0,0.255087634,0.249217175,0,1,1,1,0,2021,Micro,wielkopolskie
258,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2016,BusEnv,ma?opolskie
259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,Small,lubelskie
260,0,1,1,1,0.715617818,0.750823998,0.75,0,0,0,0,0,0,0,0,0,0,0,2015,Large,wielkopolskie
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025,Small,?l?skie
262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025,Micro,mazowieckie
263,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,1,1,1,1,2020,Micro,mazowieckie
264,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2020,Small,zachodniopomorskie
265,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2017,Middle,podkarpackie
266,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,1,0,0,2014,Sci,pomorskie
267,1,0,0,1,0.490238214,0.379145482,0.5,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2015,Small,podlaskie
268,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,,Micro,mazowieckie
269,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2018,Small,pomorskie
270,1,1,1,0,0.794143968,0.87003052,0.75,1,1,1,1,1,1,0,1,1,1,0,2018,Micro,mazowieckie
271,0,0,1,0,0.221185074,0.344107172,0.25,1,0,1,1,0.7301065,0.693465178,0,1,1,0,1,2017,Middle,podlaskie
272,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,0,1,0,1,0,2021,BusEnv,podkarpackie
273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,Micro,lubelskie
274,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,1,0,1,2007,Large,?l?skie
275,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2020,Sci,lubelskie
276,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,1,0,1,1,2012,Micro,dolno?l?skie
277,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2022,Small,mazowieckie
278,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,0,2016,Middle,?l?skie
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,Sci,ma?opolskie
280,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2022,Middle,?wi?tokrzyskie
281,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,0,1,0,0,2021,BusEnv,mazowieckie
282,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,1,1,0,0,0,2006,Large,kujawsko-pomorskie
283,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2016,Micro,pomorskie
284,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,0,1,1,0,2020,Small,podlaskie
285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,Micro,podlaskie
286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2019,Micro,ma?opolskie
287,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,1,0,1,,LocGov,dolno?l?skie
288,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,1,1,0,1,1,2013,Small,kujawsko-pomorskie
289,1,0,0,1,0.490238214,0.379145482,0.5,0,0,0,1,0.231897007,0.125862072,1,1,1,1,0,2013,Middle,podkarpackie
290,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,1,1,1,1,0,2016,Micro,ma?opolskie
291,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2014,Middle,?ódzkie
292,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,1,1,1,1,1,1,1,1,2019,Small,dolno?l?skie
293,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,1,1,0,0,NA,2022,Small,mazowieckie
294,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2024,Micro,pomorskie
295,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,,Other,pomorskie
296,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,1,1,0,1,2023,Large,?ódzkie
297,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,1,1,1,0,1,0,0,0,2016,Micro,lubelskie
298,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2019,Small,podkarpackie
299,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2025,Large,wielkopolskie
300,1,0,1,1,0.711423288,0.723252654,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2015,Middle,wielkopolskie
301,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2020,Large,ma?opolskie
302,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,1,1,1,2023,Micro,?ódzkie
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018,Middle,?ódzkie
304,1,1,1,1,1,1,1,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2024,Large,?l?skie
305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2014,Sci,?l?skie
306,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,2015,Large,lubelskie
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Micro,podlaskie
308,0,0,0,0,0,0,0,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,,Micro,pomorskie
309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2019,Micro,ma?opolskie
310,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,0,1,1,2019,Micro,mazowieckie
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023,Small,lubuskie
312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2020,Micro,mazowieckie
313,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2022,Micro,mazowieckie
314,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,1,2021,Large,?ódzkie
315,1,1,1,1,1,1,1,0,1,1,1,0.744912366,0.750782825,0,1,0,0,1,2017,Small,podkarpackie
316,0,0,1,0,0.221185074,0.344107172,0.25,1,0,1,1,0.7301065,0.693465178,1,1,0,0,1,2024,Middle,podlaskie
317,1,0,1,1,0.711423288,0.723252654,0.75,0,1,1,1,0.744912366,0.750782825,0,1,1,0,1,2013,Small,podkarpackie
318,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2022,Micro,mazowieckie
319,0,0,0,0,0,0,0,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2020,Small,mazowieckie
320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2010,Middle,dolno?l?skie
321,1,1,1,1,1,1,1,0,1,1,1,0.744912366,0.750782825,1,1,1,1,1,,Large,
322,0,1,1,1,0.715617818,0.750823998,0.75,1,1,1,1,1,1,1,1,0,1,0,2017,Micro,ma?opolskie
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Sci,?l?skie
324,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,0,0,2019,Micro,mazowieckie
325,1,1,1,1,1,1,1,0,0,1,1,0.475018866,0.444248003,0,1,0,1,1,2025,Small,wielkopolskie
326,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,1,0,2007,Large,podlaskie
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Micro,wielkopolskie
328,0,0,0,1,0.205856032,0.12996948,0.25,0,1,1,1,0.744912366,0.750782825,0,1,0,0,1,2023,Micro,wielkopolskie
329,0,0,0,1,0.205856032,0.12996948,0.25,1,0,0,1,0.486984641,0.375079247,0,0,1,0,0,2023,Small,ma?opolskie
330,0,0,1,0,0.221185074,0.344107172,0.25,1,0,1,1,0.7301065,0.693465178,0,1,0,1,1,2023,Micro,mazowieckie
331,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,0,0,1,2015,Large,podlaskie
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Middle,?l?skie
333,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2022,Large,dolno?l?skie
334,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2017,Small,?wi?tokrzyskie
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,Micro,pomorskie
336,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2025,Middle,?ódzkie
337,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2009,Middle,pomorskie
338,0,0,1,0,0.221185074,0.344107172,0.25,1,1,1,1,1,1,1,1,1,1,1,,Middle,
339,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,0,1,2019,Micro,mazowieckie
340,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,Micro,ma?opolskie
341,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,1,1,1,1,1,2019,Micro,dolno?l?skie
342,0,1,1,1,0.715617818,0.750823998,0.75,1,0,1,1,0.7301065,0.693465178,1,1,0,1,0,2024,Small,lubelskie
343,0,0,0,1,0.205856032,0.12996948,0.25,0,1,1,1,0.744912366,0.750782825,0,1,1,1,0,2015,Micro,pomorskie
344,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,,Sci,pomorskie
345,0,0,0,0,0,0,0,0,1,1,1,0.744912366,0.750782825,0,1,0,1,0,2009,Middle,podkarpackie
346,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2013,Middle,mazowieckie
347,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2020,Micro,lubelskie
348,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2019,Micro,pomorskie
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025,Micro,ma?opolskie
350,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2022,Micro,warmi?sko-mazurskie
351,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2023,Small,ma?opolskie
352,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,1,1,1,0,1,1,0,1,2016,Micro,pomorskie
353,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,1,1,1,1,1,1,1,1,2017,Small,lubelskie
354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2014,Middle,zachodniopomorskie
355,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2012,Middle,kujawsko-pomorskie
356,1,0,1,0,0.505567256,0.593283174,0.5,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,2011,Middle,wielkopolskie
357,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,Micro,ma?opolskie
358,0,1,1,1,0.715617818,0.750823998,0.75,0,1,1,1,0.744912366,0.750782825,0,1,1,0,0,2012,Sci,ma?opolskie
359,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2018,Small,?ódzkie
360,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2018,Micro,mazowieckie
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010,Micro,podkarpackie
362,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2018,Micro,pomorskie
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,Small,?ódzkie
364,1,1,1,1,1,1,1,1,0,0,0,0.255087634,0.249217175,1,1,1,1,0,2020,Micro,wielkopolskie
365,1,1,1,1,1,1,1,0,1,0,1,0.501790507,0.432396894,0,1,1,0,1,2021,Small,zachodniopomorskie
366,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,1,0,0,1,0,2023,Small,lubelskie
367,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Small,mazowieckie
368,0,0,1,1,0.427041106,0.474076651,0.5,1,1,1,1,1,1,0,1,0,0,1,2020,Small,dolno?l?skie
369,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,2022,Middle,?l?skie
370,0,1,1,1,0.715617818,0.750823998,0.75,0,0,0,0,0,0,0,1,0,0,0,2012,Small,podlaskie
371,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,1,0.475018866,0.444248003,1,1,1,0,1,2007,Sci,?l?skie
372,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,,Sci,mazowieckie
373,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2025,Micro,mazowieckie
374,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2012,Micro,podlaskie
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,Small,pomorskie
376,1,0,1,1,0.711423288,0.723252654,0.75,1,0,1,1,0.7301065,0.693465178,0,1,0,0,0,,Micro,?l?skie
377,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,0,0,1,2020,Small,warmi?sko-mazurskie
378,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2012,Micro,mazowieckie
379,1,1,1,1,1,1,1,1,0,1,1,0.7301065,0.693465178,0,1,1,1,1,2024,Micro,ma?opolskie
380,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,0,0,0,0,2024,Middle,lubuskie
381,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2022,Small,lubuskie
382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2006,Small,dolno?l?skie
383,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,0,0,0,1,1,0,0,0,2010,BusEnv,kujawsko-pomorskie
384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2008,Middle,podkarpackie
385,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2012,Small,mazowieckie
386,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,1,0,1,1,0,2023,Micro,dolno?l?skie
387,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,1,1,0,1,1,2019,Micro,?l?skie
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Large,wielkopolskie
389,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,1,1,1,0,1,2019,Micro,mazowieckie
390,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2022,Micro,dolno?l?skie
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025,Micro,mazowieckie
392,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,1,1,1,0,1,2024,Middle,mazowieckie
393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,Micro,mazowieckie
394,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2014,Other,podkarpackie
395,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,,Middle,
396,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,0,1,1,2019,Large,podlaskie
397,0,0,1,1,0.427041106,0.474076651,0.5,0,1,1,1,0.744912366,0.750782825,1,0,0,0,1,2022,Large,zachodniopomorskie
398,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,1,2024,Middle,lubelskie
399,0,1,1,0,0.509761786,0.620854518,0.5,0,0,0,0,0,0,0,1,1,0,0,2016,Other,mazowieckie
400,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,0,0,0,0,2021,Micro,warmi?sko-mazurskie
401,0,0,1,0,0.221185074,0.344107172,0.25,0,0,1,0,0.243121859,0.318385931,0,1,0,0,0,2015,Micro,?l?skie
402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,Middle,mazowieckie
403,0,0,1,1,0.427041106,0.474076651,0.5,1,0,1,1,0.7301065,0.693465178,1,1,1,1,1,2012,Middle,mazowieckie
404,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2019,Small,zachodniopomorskie
405,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,0,0,0,0,1,0,0,0,2024,Middle,lubuskie
406,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2012,Sci,wielkopolskie
407,0,0,1,0,0.221185074,0.344107172,0.25,1,0,1,1,0.7301065,0.693465178,0,1,0,0,0,2018,Large,mazowieckie
408,0,0,0,0,0,0,0,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2014,Middle,zachodniopomorskie
409,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,,Small,mazowieckie
410,0,0,0,0,0,0,0,0,1,0,1,0.501790507,0.432396894,0,1,0,1,0,2023,Sci,mazowieckie
411,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2015,Micro,podlaskie
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,Middle,ma?opolskie
413,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2016,Micro,lubelskie
414,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2018,Micro,mazowieckie
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2018,Small,lubelskie
416,0,1,0,1,0.494432744,0.406716826,0.5,0,0,0,0,0,0,0,1,0,0,0,2015,Small,?wi?tokrzyskie
417,0,0,0,1,0.205856032,0.12996948,0.25,0,1,1,1,0.744912366,0.750782825,0,1,0,0,0,,Micro,wielkopolskie
418,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Micro,mazowieckie
419,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,,Other,dolno?l?skie
420,0,1,1,0,0.509761786,0.620854518,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,1,0,2021,Sci,podlaskie
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019,Micro,mazowieckie
422,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2024,Small,?l?skie
423,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2019,Micro,dolno?l?skie
424,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2014,Sci,?l?skie
425,0,0,1,1,0.427041106,0.474076651,0.5,0,0,1,1,0.475018866,0.444248003,0,1,1,0,0,2003,Large,lubelskie
426,0,0,1,1,0.427041106,0.474076651,0.5,0,0,0,1,0.231897007,0.125862072,1,1,0,0,1,2024,Small,podkarpackie
427,0,1,1,1,0.715617818,0.750823998,0.75,0,0,1,1,0.475018866,0.444248003,0,1,1,0,1,2013,Middle,zachodniopomorskie
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,Middle,lubuskie
429,1,0,1,1,0.711423288,0.723252654,0.75,1,1,1,0,0.768102993,0.874137928,0,1,1,1,0,2012,Small,pomorskie
430,0,0,0,1,0.205856032,0.12996948,0.25,0,0,1,1,0.475018866,0.444248003,0,1,0,0,0,2021,Micro,pomorskie
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,Micro,mazowieckie
432,0,0,0,1,0.205856032,0.12996948,0.25,0,0,0,1,0.231897007,0.125862072,0,1,0,0,0,2017,Micro,ma?opolskie
433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,Micro,lubelskie
